序号,系统时间,时间标识,CAN通道,传输方向,ID号,帧类型,帧格式,长度,数据
01421,="10:28:27.302",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 6C 
01422,="10:28:27.302",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01423,="10:28:27.362",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| FF 5D 
01424,="10:28:27.362",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01425,="10:28:27.421",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| FF 5D 
01426,="10:28:27.421",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01427,="10:28:27.453",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| FF 5D 
01428,="10:28:27.453",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01429,="10:28:27.512",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 D3 
01430,="10:28:27.512",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01431,="10:28:27.575",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 D3 
01432,="10:28:27.575",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01433,="10:28:27.605",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 D3 
01434,="10:28:27.636",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01435,="10:28:27.667",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 D3 
01436,="10:28:27.667",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01437,="10:28:27.725",无,ch1,发送,0x0540,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01438,="10:28:27.725",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01439,="10:28:27.785",无,ch1,发送,0x0542,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01440,="10:28:27.785",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01441,="10:28:27.815",无,ch1,发送,0x0544,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01442,="10:28:27.815",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01443,="10:28:27.873",无,ch1,发送,0x0546,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01444,="10:28:27.873",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01445,="10:28:27.936",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 8D 
01446,="10:28:27.936",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01447,="10:28:27.996",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 8D 
01448,="10:28:27.996",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01449,="10:28:28.027",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 8D 
01450,="10:28:28.027",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01451,="10:28:28.087",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 8D 
01452,="10:28:28.087",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 09 04 06 46 01 
01453,="10:28:28.145",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 B8 
01454,="10:28:28.145",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 09 04 06 46 01 
01455,="10:28:28.177",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 B8 
01456,="10:28:28.177",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 09 04 06 46 01 
01457,="10:28:28.238",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 B8 
01458,="10:28:28.238",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 09 04 06 46 01 
01459,="10:28:28.300",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 B8 
01460,="10:28:28.300",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0A 04 00 00 00 
01461,="10:28:28.331",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 6C 
01462,="10:28:28.331",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0A 04 0C 00 00 
01463,="10:28:28.389",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 78 
01464,="10:28:28.389",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0A 04 0C 00 00 
01465,="10:28:28.449",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 78 
01466,="10:28:28.449",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0A 04 0C 00 00 
01467,="10:28:28.512",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 78 
01468,="10:28:28.512",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01469,="10:28:28.542",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 D3 
01470,="10:28:28.542",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01471,="10:28:28.603",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 D3 
01472,="10:28:28.603",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01473,="10:28:28.664",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 D3 
01474,="10:28:28.664",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01475,="10:28:28.693",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 D3 
01476,="10:28:28.693",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01477,="10:28:28.693",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 D3 
01478,="10:28:28.693",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01479,="10:28:28.751",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 D3 
01480,="10:28:28.751",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01481,="10:28:28.814",无,ch1,发送,0x0540,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01482,="10:28:28.814",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01483,="10:28:28.842",无,ch1,发送,0x0542,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01484,="10:28:28.842",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01485,="10:28:28.905",无,ch1,发送,0x0544,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01486,="10:28:28.905",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01487,="10:28:28.962",无,ch1,发送,0x0546,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01488,="10:28:28.962",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01489,="10:28:29.024",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 8D 
01490,="10:28:29.024",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01491,="10:28:29.055",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 8D 
01492,="10:28:29.055",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01493,="10:28:29.113",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 8D 
01494,="10:28:29.113",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01495,="10:28:29.172",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 8D 
01496,="10:28:29.172",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 09 04 08 46 01 
01497,="10:28:29.203",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 BA 
01498,="10:28:29.203",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 09 04 08 46 01 
01499,="10:28:29.264",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 BA 
01500,="10:28:29.264",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 09 04 08 46 01 
01501,="10:28:29.325",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 BA 
01502,="10:28:29.325",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 09 04 08 46 01 
01503,="10:28:29.386",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 BA 
01504,="10:28:29.386",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0A 04 0C 00 00 
01505,="10:28:29.416",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 78 
01506,="10:28:29.416",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0A 04 0C 00 00 
01507,="10:28:29.476",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 78 
01508,="10:28:29.476",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01509,="10:28:29.538",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| FF 5D 
01510,="10:28:29.538",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01511,="10:28:29.567",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| FF 5D 
01512,="10:28:29.567",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01513,="10:28:29.626",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 D3 
01514,="10:28:29.626",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01515,="10:28:29.690",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 D3 
01516,="10:28:29.690",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01517,="10:28:29.721",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 D3 
01518,="10:28:29.721",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01519,="10:28:29.781",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 D3 
01520,="10:28:29.781",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01521,="10:28:29.843",无,ch1,发送,0x0540,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01522,="10:28:29.843",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01523,="10:28:29.872",无,ch1,发送,0x0542,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01524,="10:28:29.872",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01525,="10:28:29.931",无,ch1,发送,0x0544,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01526,="10:28:29.931",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01527,="10:28:29.993",无,ch1,发送,0x0546,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01528,="10:28:29.993",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01529,="10:28:30.054",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 8D 
01530,="10:28:30.054",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01531,="10:28:30.114",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 8D 
01532,="10:28:30.114",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01533,="10:28:30.144",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 8D 
01534,="10:28:30.144",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01535,="10:28:30.204",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 8D 
01536,="10:28:30.204",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 09 04 09 46 01 
01537,="10:28:30.264",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 BB 
01538,="10:28:30.264",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 09 04 09 46 01 
01539,="10:28:30.297",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 BB 
01540,="10:28:30.297",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 09 04 09 46 01 
01541,="10:28:30.352",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 BB 
01542,="10:28:30.352",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 09 04 09 46 01 
01543,="10:28:30.415",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 BB 
01544,="10:28:30.415",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0A 04 00 00 00 
01545,="10:28:30.447",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 6C 
01546,="10:28:30.447",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01547,="10:28:30.508",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| FF 5D 
01548,="10:28:30.508",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01549,="10:28:30.569",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| FF 5D 
01550,="10:28:30.569",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01551,="10:28:30.598",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| FF 5D 
01552,="10:28:30.598",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01553,="10:28:30.660",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 D3 
01554,="10:28:30.660",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01555,="10:28:30.719",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 D3 
01556,="10:28:30.719",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01557,="10:28:30.749",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 D3 
01558,="10:28:30.749",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01559,="10:28:30.809",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 D3 
01560,="10:28:30.809",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01561,="10:28:30.872",无,ch1,发送,0x0540,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01562,="10:28:30.872",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01563,="10:28:30.902",无,ch1,发送,0x0542,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01564,="10:28:30.902",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01565,="10:28:30.960",无,ch1,发送,0x0544,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01566,="10:28:30.960",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01567,="10:28:31.023",无,ch1,发送,0x0546,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01568,="10:28:31.023",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01569,="10:28:31.082",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 8D 
01570,="10:28:31.082",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01571,="10:28:31.141",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 8D 
01572,="10:28:31.141",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01573,="10:28:31.172",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 8D 
01574,="10:28:31.172",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01575,="10:28:31.234",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 8D 
01576,="10:28:31.234",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 09 04 0B 46 01 
01577,="10:28:31.292",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 BD 
01578,="10:28:31.292",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 09 04 0B 46 01 
01579,="10:28:31.326",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 BD 
01580,="10:28:31.326",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 09 04 0B 46 01 
01581,="10:28:31.385",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 BD 
01582,="10:28:31.385",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 09 04 0B 46 01 
01583,="10:28:31.446",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 BD 
01584,="10:28:31.446",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0A 04 00 00 00 
01585,="10:28:31.474",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 6C 
01586,="10:28:31.474",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01587,="10:28:31.536",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| FF 5D 
01588,="10:28:31.536",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01589,="10:28:31.594",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| FF 5D 
01590,="10:28:31.594",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01591,="10:28:31.627",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| FF 5D 
01592,="10:28:31.627",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01593,="10:28:31.686",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 D3 
01594,="10:28:31.686",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01595,="10:28:31.749",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 D3 
01596,="10:28:31.749",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01597,="10:28:31.780",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 D3 
01598,="10:28:31.812",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01599,="10:28:31.843",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 D3 
01600,="10:28:31.843",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01601,="10:28:31.900",无,ch1,发送,0x0540,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01602,="10:28:31.900",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01603,="10:28:31.959",无,ch1,发送,0x0542,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01604,="10:28:31.960",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01605,="10:28:31.991",无,ch1,发送,0x0544,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01606,="10:28:31.991",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01607,="10:28:32.052",无,ch1,发送,0x0546,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01608,="10:28:32.052",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01609,="10:28:32.112",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 8D 
01610,="10:28:32.112",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01611,="10:28:32.173",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 8D 
01612,="10:28:32.173",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01613,="10:28:32.202",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 8D 
01614,="10:28:32.202",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01615,="10:28:32.263",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 8D 
01616,="10:28:32.263",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 09 04 06 46 01 
01617,="10:28:32.324",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 B8 
01618,="10:28:32.324",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 09 04 06 46 01 
01619,="10:28:32.355",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 B8 
01620,="10:28:32.355",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 09 04 06 46 01 
01621,="10:28:32.415",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 B8 
01622,="10:28:32.415",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 09 04 06 46 01 
01623,="10:28:32.478",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 B8 
01624,="10:28:32.478",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0A 04 00 00 00 
01625,="10:28:32.509",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 6C 
01626,="10:28:32.509",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0A 04 0C 00 00 
01627,="10:28:32.567",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 78 
01628,="10:28:32.567",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0A 04 0C 00 00 
01629,="10:28:32.626",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 78 
01630,="10:28:32.626",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0A 04 0C 00 00 
01631,="10:28:32.687",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 78 
01632,="10:28:32.687",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01633,="10:28:32.717",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 D3 
01634,="10:28:32.717",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01635,="10:28:32.777",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 D3 
01636,="10:28:32.777",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01637,="10:28:32.840",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 D3 
01638,="10:28:32.840",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01639,="10:28:32.869",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 D3 
01640,="10:28:32.869",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01641,="10:28:32.869",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 D3 
01642,="10:28:32.869",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01643,="10:28:32.928",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 D3 
01644,="10:28:32.928",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01645,="10:28:32.989",无,ch1,发送,0x0540,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01646,="10:28:32.989",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01647,="10:28:33.018",无,ch1,发送,0x0542,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01648,="10:28:33.018",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01649,="10:28:33.079",无,ch1,发送,0x0544,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01650,="10:28:33.079",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01651,="10:28:33.139",无,ch1,发送,0x0546,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01652,="10:28:33.139",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01653,="10:28:33.200",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 8D 
01654,="10:28:33.200",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01655,="10:28:33.230",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 8D 
01656,="10:28:33.230",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01657,="10:28:33.287",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 8D 
01658,="10:28:33.287",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01659,="10:28:33.349",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 8D 
01660,="10:28:33.349",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 09 04 08 46 01 
01661,="10:28:33.379",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 BA 
01662,="10:28:33.379",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 09 04 08 46 01 
01663,="10:28:33.441",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 BA 
01664,="10:28:33.441",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 09 04 08 46 01 
01665,="10:28:33.500",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 BA 
01666,="10:28:33.500",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 09 04 08 46 01 
01667,="10:28:33.560",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 BA 
01668,="10:28:33.560",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0A 04 0C 00 00 
01669,="10:28:33.590",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 78 
01670,="10:28:33.590",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0A 04 0C 00 00 
01671,="10:28:33.652",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 78 
